Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
entity,6,1.69,2.68,5.19
entourage,9,1.35,3.46,4.9
entrance,8,15.69,4.23,6.05
entrepreneur,12,1.08,3.07,6.14
entry,5,12.16,3.62,4.95
envelope,8,10.06,4.93,5.95
envious,7,1.25,1.76,3.52
environment,11,12.78,3.74,6.7
environmental,13,3.27,2.63,5.5
envy,4,9.55,1.69,3.05
enzyme,6,1.06,3.57,5.14
epic,4,2.35,2.19,7.19
epidemic,8,3.41,3.23,2.05
epilepsy,8,1.04,3.29,2.7
epileptic,9,1.20,3.1,3.32
epiphany,8,1.29,1.6,7.06
episode,7,12.29,3.22,5
equal,5,13.37,2.56,6.47
equality,8,1.90,1.41,6.75
equation,8,3.49,3.65,5.29
equipment,9,25.45,4.83,5.62
equity,6,1.31,2.22,5.41
equivalent,10,2.63,2.57,5.89
era,3,5.71,2.24,5.29
erase,5,6.22,3.79,4.89
eraser,6,1.00,4.74,5.64
erect,5,1.18,3.74,5.79
erection,8,2.18,4.22,7.38
erotic,6,3.92,2.26,5.83
errand,6,4.00,3.37,4.68
erratic,7,1.67,1.73,3.21
error,5,9.27,2.68,3.36
escalator,9,1.29,5,5.95
escape,6,44.27,3.34,5.5
escort,6,14.69,4.3,5.35
espionage,9,1.71,2.53,4.05
espresso,8,2.06,4.41,6.68
essay,5,6.14,3.97,4.9
essence,7,5.63,1.66,6.75
essential,9,4.84,1.52,6.26
establish,9,6.33,2,5.58
estate,6,21.10,4.11,5.65
esteem,6,1.69,1.83,6.38
esteemed,8,1.47,1.96,5.95
estimate,8,4.76,2.65,5.95
eternal,7,10.73,1.76,6.76
eternity,8,7.98,1.46,6.05
ether,5,2.12,3.88,4.63
ethic,5,1.04,1.59,6
ethical,7,2.73,1.3,5.78
ethics,6,5.35,2.28,6
ethnic,6,1.78,2.47,5.36
etiquette,9,1.88,2.15,6
eulogy,6,1.65,3.48,3.43
evacuate,8,5.61,3.3,3.4
evacuation,10,3.31,3.44,4.23
evaluate,8,1.73,1.85,5.1
evaluation,10,4.41,3,4.86
evasion,7,1.16,2.46,3.36
evasive,7,1.80,1.97,3.24
evening,7,120.69,3.26,7.09
event,5,26.37,2.69,6.21
everlasting,11,2.55,1.89,6.55
everyday,8,10.88,2.43,5.47
evidence,8,85.00,3.65,4.72
evident,7,1.33,2.04,5.1
evil,4,73.16,1.93,2.34
evolution,9,5.33,2.61,5.35
evolutionary,12,1.18,1.78,5.62
evolve,6,1.63,1.96,5.7
exact,5,22.63,2.54,5.58
exaggerate,10,1.94,2.23,4.36
exam,4,13.41,4.48,4.33
examination,11,5.51,3.93,5.05
examine,7,9.88,2.86,5.61
examiner,8,2.55,3.57,4.29
example,7,29.94,3.03,4.9
exceed,6,1.25,1.76,4.79
excellence,10,2.63,2.2,7.87
excellent,9,52.71,2.11,7.56
exception,9,8.02,1.85,5.25
exceptional,11,2.92,2.34,7.32
excess,6,3.06,2.5,4.29
excessive,9,2.43,2.25,4.37
exchange,8,20.22,2.74,5.9
excite,6,2.14,1.97,7.79
excited,7,48.61,2.32,8.11
excitement,10,12.31,2.48,7.62
exciting,8,34.82,1.96,7.95
exclude,7,1.00,2.62,3.55
exclusive,9,7.80,2.11,4.5
excrement,9,1.22,4.43,2
excruciating,12,1.31,2.21,2.1
excuse,6,368.10,2.29,4.52
execute,7,5.55,2.76,3.94
execution,9,9.75,3.93,2.28
executioner,11,1.35,4.17,2.23
executive,9,10.61,4,4.95
exercise,8,17.73,3.87,6.33
exhale,6,1.67,3.9,6.11
exhaust,7,2.14,2.96,4
exhaustion,10,1.61,3.04,3.21
exhibit,7,7.61,3.5,5.77
exhibition,10,4.06,3.52,5.53
exhilarating,12,1.12,1.93,7.39
exile,5,1.86,2.15,3.32
exist,5,28.96,2.38,5.9
existence,9,11.69,1.54,6.25
existing,8,1.92,2,4.83
exit,4,15.57,3.93,5.35
exorcism,8,1.86,2.86,3.15
exotic,6,6.00,2.11,7.55
expand,6,3.49,3.36,5.35
expansion,9,1.73,3,6.4
expect,6,103.90,1.89,5.95
expectation,11,1.31,1.62,6.1
expedition,10,5.67,2.96,6.53
expel,5,1.37,2.88,3.75
expendable,10,1.51,1.4,3.85
expense,7,7.45,2.57,3.9
expensive,9,27.94,3.13,3.36
experience,10,60.55,1.8,6.89
experiment,10,16.20,3.38,6.05
experimental,12,3.90,2.15,5.65
expert,6,22.12,2.85,6.74
expertise,9,3.98,1.64,6.1
expiration,10,1.02,2.61,3.45
explain,7,111.18,1.97,5.41
explanation,11,20.06,1.87,6.38
explicit,8,1.39,1.86,4.82
explode,7,9.78,4.1,4.38
exploit,7,2.45,1.68,3.65
exploitation,12,1.00,1.7,2.89
exploration,11,1.88,2.83,6.71
explore,7,6.22,2.9,7
explorer,8,1.90,4.04,5.9
explosion,9,16.49,4.52,3.17
explosive,9,5.31,3.74,4.14
export,6,1.27,2.76,4.79
expose,6,7.06,3.46,4.14
exposure,8,5.71,2.39,4.81
express,7,17.92,2.21,5.53
expression,10,12.76,2.54,6.15
exquisite,9,4.18,1.78,7.53
extend,6,6.41,2.93,5.86
extension,9,5.39,2.93,5
extensive,9,3.71,1.79,5.25
extent,6,4.06,1.44,5.57
exterior,8,2.37,4,5.55
exterminate,11,1.12,2.86,3.19
extermination,13,1.02,2.37,3.65
external,8,2.47,2.82,5.37
extinct,7,2.51,2.53,2.74
extinction,10,1.49,2.43,3.1
extinguisher,12,1.53,4.7,4.76
extortion,9,2.57,2.69,2.15
extra,5,59.16,2.46,6.39
extract,7,2.94,3.56,5.15
extraction,10,2.47,3.14,3.86
extradition,11,1.29,2.29,3.68
extraordinary,13,15.12,2.13,7.45
extravagant,11,1.45,2.28,6.32
extreme,7,10.94,1.96,5.65
eye,3,111.78,4.9,6.18
eyeball,7,1.84,4.92,5.67
eyebrow,7,1.39,4.85,5.26
eyeliner,8,1.02,4.83,6.42
eyes,4,221.55,4.85,6.57
eyesight,8,1.94,3.59,6.14
eyewitness,10,3.96,3.61,4.47
fabric,6,4.80,4.63,6.05
fabulous,8,20.51,2.12,7.84
face,4,289.16,4.87,6.36
facial,6,5.75,3.62,6.24
facility,8,14.18,3.58,5.33
fact,4,172.57,2.72,6.23
faction,7,1.14,2.85,5.11
factor,6,7.25,2.79,4.9
factory,7,16.80,4.76,4.95
faculty,7,4.86,3.96,5.63
fade,4,5.61,2.48,4.65
fail,4,24.59,3,2.33
failure,7,20.02,2.08,2.15
faint,5,9.27,3.74,4
fair,4,94.75,2.39,7.14
fairness,8,2.04,1.83,7.48
fairy,5,16.69,4.11,6.71
faith,5,46.33,1.63,6.44
faithful,8,9.12,2.2,7.95
fake,4,36.33,1.97,2.62
faker,5,1.73,2.89,2.76
falcon,6,3.31,4.9,5.5
fall,4,118.51,4.04,3.89
fallout,7,2.18,2.62,2.84
FALSE,5,21.14,2.36,3.27
fame,4,8.65,1.96,5.45
familiar,8,34.51,2.03,6.19
family,6,354.25,4.23,7.25
famine,6,1.59,3.55,2.95
famous,6,45.02,2.07,5.89
fan,3,35.14,4.71,6.81
fanatic,7,1.65,2.25,4.67
fancy,5,34.84,2.5,7.43
fanfare,7,1.12,3.36,5.3
fang,4,1.92,4.26,4.62
fantastic,9,39.78,1.78,8.36
fantasy,7,16.24,1.59,7.15
faraway,7,1.82,2.96,4.7
farce,5,1.75,2.32,4.33
fare,4,6.16,4.11,4.86
farewell,8,9.45,2.21,3.43
farm,4,30.04,4.59,6.22
farmer,6,11.84,4.54,6.14
farmhouse,9,1.31,4.74,5.81
farming,7,1.61,3.46,5.47
fart,4,6.43,4.18,4.05
fascinating,11,15.08,1.93,7.37
fascination,11,1.76,1.89,7.25
fascist,7,2.45,2.26,3.1
fashion,7,18.76,3.43,5.26
fashionable,11,1.92,1.93,7.33
fasten,6,3.73,4.14,5.63
fat,3,79.43,4.52,2.74
fatal,5,7.10,3.19,2
fate,4,26.96,1.53,5.38
fateful,7,1.00,1.31,5
father,6,554.49,4.52,6.88
fathom,6,1.04,2.07,5.21
fatigue,7,1.82,3.14,3.64
fatso,5,3.16,2.86,2.68
fatty,5,5.10,3.9,2.38
faucet,6,1.43,4.48,5.55
fault,5,104.12,2.41,3.53
faulty,6,1.63,2.1,3.48
favor,5,70.76,2.07,6.67
favorable,9,1.08,2.32,6.9
favorite,8,59.45,2.71,7.39
fear,4,69.08,2.57,2.93
fearful,7,2.16,2.2,2.66
fearless,8,2.98,1.9,5.81
feast,5,6.71,4.3,7.57
feat,4,1.53,2.44,6
feather,7,6.63,4.9,6.3
feature,7,5.84,2.96,5.6
federal,7,23.00,2.41,3.06
federation,10,3.86,2.24,4.68
fee,3,9.69,3.89,2.86
feeble,6,1.69,2.59,3.87
feed,4,42.39,4.17,6.95
feedback,8,2.75,2.48,5.91
feel,4,627.24,2.28,6.27
feeling,7,168.18,1.68,6.5
fellow,6,58.57,3.67,6.28
fellowship,10,2.94,2.28,6.43
felon,5,2.51,3.83,2.2
felony,6,5.59,3.5,2.42
female,6,31.61,4.57,7.52
feminine,8,4.57,2.41,7.33
feminist,8,1.82,2.46,4.26
femme,5,1.24,2.95,6.17
femur,5,1.14,4.88,4.55
fence,5,16.06,4.82,5.05
fencing,7,1.37,4.45,5.17
fender,6,2.55,4.54,5.11
fern,4,3.20,5,6.52
ferocious,9,1.55,2.96,3.21
ferret,6,1.63,4.97,4.89
ferry,5,5.35,4.83,6.3
fertile,7,1.57,2.96,7
fertility,9,1.90,2.59,5.85
fertilizer,10,1.96,4.76,4.45
festival,8,9.90,4.33,6.84
festive,7,1.92,2.74,7.14
fetch,5,10.96,3.42,5.32
fetish,6,2.29,2.48,5
feud,4,1.29,3.18,4.04
fever,5,19.94,3.27,2.92
fiancee,7,3.02,3.86,7.14
fiasco,6,1.63,2.28,4.05
fib,3,1.27,2.47,3.15
fiber,5,3.06,4.5,5.42
fickle,6,1.18,2.24,4.75
fiction,7,6.08,2.14,6.47
fictional,9,1.39,2.11,5.95
fiddle,6,3.63,4.81,5.05
fidelity,8,1.98,1.87,6.7
field,5,70.20,4.26,5.73
fiend,5,2.80,2.93,3.77
fierce,6,4.78,2.62,4
fiery,5,2.02,3.23,5.7
fiesta,6,1.25,4.12,6.72
fifteen,7,17.55,3.37,4.94
fifty,5,18.82,3.48,4.74
fig,3,1.22,4.97,5.23
fight,5,201.08,4.2,3.54
fighter,7,12.78,3.96,5.1
figment,7,1.08,2.04,5
figure,6,129.37,3.63,5.09
file,4,44.04,4.41,5.44
fill,4,43.94,3.32,5.56
film,4,65.25,4.71,6.33
filter,6,3.18,4.59,5.5
filth,5,4.53,4.14,2.62
filthy,6,16.43,3.53,3.42
fin,3,3.41,4.76,5.27
final,5,49.67,2.67,4.56
finale,6,2.45,2.76,5.26
finance,7,5.35,3.36,4.81
financial,9,15.24,2.52,5
finch,5,4.02,4.3,4.74
find,4,830.96,2.63,6.45
finder,6,1.67,3,5.77
fine,4,598.08,2.61,6.5
finesse,7,1.39,1.86,6
finger,6,36.67,5,5.8
fingernail,10,1.33,4.93,5.57
fingerprint,11,3.20,4.96,5.25
finish,6,98.92,2.89,6.41
fire,4,215.49,4.68,4.32
firearm,7,1.49,4.64,4
fireball,8,1.49,4.32,3.71
firecracker,11,1.06,4.68,5.7
fireman,7,2.92,4.8,6.47
fireplace,9,5.08,4.68,5.95
firepower,9,1.92,3.67,5.84
firewood,8,1.51,4.93,6.09
fireworks,9,5.63,4.86,6.8
firm,4,35.27,3.54,5.36
first,5,840.57,2.76,7.33
fish,4,83.49,5,6.42
fisherman,9,4.33,4.73,5.42
fishing,7,23.61,4.3,7.05
fishy,5,2.80,2.96,4.2
fist,4,7.35,4.93,2.95
fit,3,57.59,2.7,6.28
fitness,7,1.75,3.11,6.45
five,4,285.45,3.87,5.4
fix,3,86.78,2.93,6.11
flag,4,17.49,4.79,6.1
flair,5,2.27,2.46,5.89
flake,5,1.75,4.36,4.58
flame,5,9.04,4.67,5.9
flaming,7,2.55,3.96,4.64
flamingo,8,1.18,4.81,6.74
flan,4,1.69,4.05,5.86
flank,5,4.63,4,4.95
flannel,7,1.37,4.43,5.55
flap,4,2.65,4.14,5.74
flare,5,4.22,4.5,5.4
flares,6,1.41,4.5,4.57
flash,5,15.35,3.67,5.53
flashback,9,1.06,2.36,5
flashlight,10,5.92,5,6
flashy,6,1.90,2.86,4.85
flask,5,1.12,4.79,5.5
flat,4,26.22,4.07,4.43
flatten,7,1.24,3.86,5.24
flatter,7,3.92,2.14,6.1
flattered,9,7.80,2.15,6.32
flattering,10,3.82,2.25,7.14
flattery,8,1.37,2.71,5.74
flavor,6,5.00,3.55,6.45
flaw,4,3.04,2.86,4.1
flawless,8,1.57,2.52,7.05
flea,4,3.31,4.89,3
flee,4,4.57,3.67,3.84
fleece,6,1.16,4.75,5.79
fleet,5,10.59,3.81,5.4
flesh,5,22.06,4.59,5.2
flexible,8,2.67,2.64,6.74
flick,5,5.04,3.71,5.41
flier,5,2.14,4.36,4.19
flight,6,59.69,3.9,6.11
flinch,6,1.14,3.59,4
fling,5,3.53,3.14,5.68
flip,4,14.27,3.97,5.6
flipping,8,2.92,3.44,5.33
flirt,5,3.92,3.26,6.73
float,5,7.47,4.07,6.42
flock,5,4.65,4.67,5.25
flood,5,5.71,4.62,2.76
floor,5,100.63,4.8,5.14
flop,4,2.31,3.93,3.95
floppy,6,1.14,3.81,4.61
florist,7,2.41,4.62,6.55
floss,5,1.96,4.41,5
flour,5,3.16,4.97,5.25
flow,4,13.75,3.72,5.68
flower,6,22.76,5,7.3
flu,3,8.71,3.65,2.58
fluent,6,1.16,1.93,6.53
fluff,5,1.41,3.8,6.18
fluffy,6,3.63,3.86,7.11
fluid,5,8.94,4.73,5.05
fluke,5,1.75,2.34,4.3
flunk,5,1.80,2.4,1.95
flush,5,9.37,3.72,4.67
flute,5,2.12,5,6.29
flux,4,1.04,2.54,4.17
fly,3,85.00,4.64,6.06
flyer,5,3.39,4.19,4.95
foam,4,3.51,4.85,5.25
focus,5,29.39,2.35,6.48
foe,3,1.84,2.96,3.15
fog,3,9.45,4.66,5.77
foggy,5,1.29,3.8,4.65
foil,4,1.22,4.48,4.57
fold,4,8.63,4.13,5.19
folder,6,1.63,4.93,5.7
folk,4,7.16,3.57,6.17
follow,6,123.20,3.26,4.82
folly,5,1.45,1.92,4.11
fond,4,12.33,1.68,6.79
food,4,154.43,4.8,7.52
fool,4,89.33,3.19,3.56
foolish,7,17.51,1.84,3
foolishness,11,2.08,2.33,4.1
foolproof,9,1.84,1.79,5.82
foot,4,64.92,4.9,4.68
footage,7,8.27,3.42,5.33
football,8,37.53,4.73,6.52
footing,7,1.02,3.57,5.13
footprint,9,1.08,4.37,6
forbid,6,8.55,1.96,2.82
force,5,70.67,3,4.17
forces,6,20.86,2.69,5.58
ford,4,11.51,4.19,5.79
fore,4,2.65,2.52,5.05
forecast,8,1.88,2.78,4.89
forehead,8,7.84,4.9,5.04
foreign,7,22.29,2.5,4.86
foreigner,9,2.94,3.32,4.68
foreman,7,5.55,4.37,4.89
foremost,8,1.69,2,5.27
forensic,8,3.92,2.62,4.42
foreplay,8,2.51,3.22,6.4
forest,6,18.88,4.76,6.68
forfeit,7,3.10,2.63,3.68
forge,5,3.25,4.04,5
forgery,7,1.96,3.03,2.6
forget,6,277.06,2.04,3.73
forgive,7,76.80,1.92,7.06
forgiveness,11,7.94,1.44,6.86
forgiving,9,2.49,1.78,6.74
fork,4,8.82,4.9,5.47
form,4,42.75,3.13,5.64
formal,6,8.31,2.7,5.37
formality,9,2.16,1.67,4.9
format,6,1.06,2.9,5.19
formation,9,3.98,3.23,5.58
formidable,10,1.71,1.76,5.52
formula,7,7.86,4.11,5.3
forthcoming,11,1.37,2.03,5.1
fortress,8,3.37,4.8,4.82
fortunate,9,8.22,2.04,7.33
fortune,7,29.76,2.9,7.24
forty,5,10.57,4.14,5
forum,5,2.04,4,5.05
forwarding,10,1.10,2.41,5.23
fossil,6,1.55,4.9,6
foul,4,14.47,2.4,3
foundation,10,14.51,3.74,5.86
founder,7,2.12,3.66,5.45
founding,8,1.75,2.3,5.42
fountain,8,6.90,4.77,6.26
four,4,255.78,3.37,5.26
fourteen,8,6.53,3.04,5.42
fox,3,21.61,4.97,5.52
foxtrot,7,1.08,4.25,5.83
foxy,4,3.06,2.19,6
fraction,8,2.04,3.1,5.21
fracture,8,5.18,4.03,3.62
fragile,7,5.14,2.86,4.67
fragment,8,1.88,4.1,4.59
fragrance,9,1.18,4.03,6.67
frail,5,1.59,2.55,3.55
frame,5,14.10,4.3,5.32
franchise,9,2.37,3.07,5
frantic,7,2.27,2.1,3.79
fraternity,10,3.35,2.46,4.89
fraud,5,10.04,1.68,2.05
freak,5,36.75,2.93,3.73
freaky,6,5.00,2,4.26
free,4,177.53,2.04,8.25
freedom,7,33.10,2.34,7.72
freelance,9,2.12,1.92,6.05
freeman,7,2.53,3.32,6.62
freestyle,9,1.10,2.73,6.42
freeway,7,5.53,4.7,5.32
freeze,6,32.16,3.96,4.64
freezer,7,5.16,4.87,5.32
freezing,8,13.33,4.04,3.33
freight,7,3.84,4.21,4.21
freighter,9,2.14,4.42,4.83
frenzy,6,2.02,2.31,4.2
frequency,9,6.61,2.69,5.19
frequent,8,2.75,2.25,5.57
fresh,5,54.51,1.97,6.67
freshen,7,2.57,2.17,6.56
freshman,8,7.35,3.79,5.05
fret,4,1.86,2.65,3.73
friar,5,1.73,3.88,5.2
friction,8,1.24,3,4
fridge,6,9.84,4.92,6.29
fried,5,10.16,4.11,5.82
friend,6,419.29,3.07,6.79
friendly,8,26.04,2.32,7.84
friendship,10,22.82,2.39,7.76
fright,6,2.76,2.52,3.26
frighten,8,6.35,3.07,2.95
frightened,10,23.25,2.27,2.45
frightening,11,5.76,2.15,2.58
frightful,9,1.16,2.21,2.95
frigid,6,1.39,3.28,3.77
fringe,6,1.67,3.38,5.16
Frisbee,7,1.86,4.7,6.35
frisk,5,1.55,2.79,4.8
frisky,6,1.69,2.4,6.57
frivolous,9,1.20,2.43,4.65
frog,4,11.82,5,5.84
frontal,7,1.88,3.38,5.95
frontier,8,3.27,3.3,6.53
frosting,8,1.41,4.86,7.33
frosty,6,2.37,3.9,6.15
frown,5,2.04,4.08,3.35
fruit,5,21.73,4.81,7
fruitcake,9,2.06,4.62,5.29
fruity,6,1.29,2.69,6.71
frustrated,10,5.00,2.47,2.55
frustrating,11,2.47,1.81,2.57
frustration,11,2.98,2.06,2.45
fry,3,8.39,4.37,5.95
fudge,5,3.63,4.89,7.62
fuel,4,17.18,4.3,4.1
fugitive,8,5.18,3.93,2.74
fulfill,7,3.90,1.78,7.33
fulfillment,11,1.02,2.07,6.37
full,4,166.90,3.59,6
fun,3,235.49,1.97,8.37
function,8,11.08,1.92,5.55
functional,10,2.73,2.55,5.58
fund,4,10.61,3.18,6.55
fundamental,11,3.27,1.57,4.95
funding,7,3.18,3.17,5.45
funeral,7,33.20,3.83,2.07
fungus,6,2.20,4.59,2.79
funk,4,3.16,1.92,3.2
funky,5,5.08,2.04,5.85
funnel,6,1.10,4.52,5.32
funny,5,218.18,2.5,7.59
fur,3,8.27,4.69,5.65
furious,7,6.00,2.31,2.57
furnace,7,2.71,4.69,5.11
furniture,9,15.08,4.89,5.79
furry,5,2.39,3.96,6.63
fury,4,3.82,2.89,2.73
fuse,4,4.86,4.55,5.05
fuselage,8,1.02,4.79,4.5
fusion,6,2.61,3.3,5.6
fuss,4,7.14,2.43,3.32
fussy,5,1.55,2.61,2.71
futile,6,1.61,1.52,3.82
future,6,103.49,1.86,6.68
fuzz,4,1.86,4.37,4.64
fuzzy,5,5.82,3.96,6.53
gadget,6,2.43,4.6,5.74
gag,3,7.06,4.37,4.43
gain,4,13.73,2.24,5.9
gal,3,14.22,4.52,5.27
gala,4,1.76,3.89,6.16
galactic,8,1.10,2.57,7
galaxy,6,6.65,3.66,5.95
gall,4,1.98,2.6,4.3
gallant,7,3.27,1.92,6.38
gallery,7,8.51,4.44,6.9
galley,6,1.61,4.07,4.56
gallon,6,2.27,3.92,5.67
gallows,7,1.78,4.35,3.05
gamble,6,8.94,3.17,4.81
gambler,7,4.59,4.03,4.15
gambling,8,16.59,3.54,2.89
game,4,233.84,4.5,6.79
gaming,6,2.57,3.5,5.67
gamma,5,3.51,3.24,6.25
gander,6,1.08,3.38,5.55
gang,4,30.14,4.43,2.71
gangster,8,5.33,3.93,2.59
gangway,7,2.27,3.89,4.5
gap,3,4.27,3.92,4.91
garage,6,27.22,4.96,5.5
garbage,7,26.10,4.69,2.88
garden,6,26.55,4.73,7.25
gardener,8,4.20,4.5,6.35
gardening,9,2.41,3.86,6.86
garlic,6,6.00,4.89,5.67
garment,7,1.39,4.78,5.57
garter,6,1.31,4.78,5.47
gas,3,67.78,4.29,4.06
gasoline,8,6.53,4.72,4.63
gasp,4,1.73,4.15,4.5
gate,4,32.04,4.96,5.32
gateway,7,1.98,4.07,5.75
gather,6,15.67,2.75,5.72
gator,5,3.61,4.84,4.14
gauge,5,2.20,4,5.17
gauze,5,1.43,4.62,4.5
gay,3,59.08,2.52,6.11
gaze,4,2.53,3.43,6.15
gazelle,7,1.22,4.72,6.47
gazette,7,1.43,4.15,5.05
gear,4,16.00,4.28,5.19
geezer,6,1.35,4.04,3.65
geisha,6,2.86,4.42,5.74
gel,3,1.63,4.72,5.67
gem,3,2.47,4.88,7.35
gender,6,2.80,3.33,5.05
general,7,115.39,1.62,5.32
generate,8,2.43,2.23,6.14
generation,10,12.14,1.96,6.08
generator,9,5.69,4.23,5.65
generic,7,1.53,2.63,4.5
generosity,10,3.35,1.84,7.55
generous,8,16.71,2.25,7.43
genetic,7,7.55,2.73,4.79
genie,5,3.49,3.25,6.1
genius,6,34.76,3,7.52
genocide,8,1.22,2.34,1.62
genre,5,1.06,2.37,6
gent,4,1.61,3.8,5.86
gentle,6,16.55,2.53,7.42
gentleman,9,41.86,3.57,7.5
genuine,7,8.20,2.03,7.11
geographic,10,1.31,3.21,6.21
geography,9,2.29,3.11,5.4
geologist,9,1.00,4.41,6.62
geometry,8,1.84,3,4.57
germ,4,1.25,3.89,2.5
germs,5,3.02,3.63,2.68
gesture,7,7.43,3,5.75
get,3,4583.76,2.38,6.09
getaway,7,3.84,3.11,5.47
ghastly,7,2.08,2,3.05
ghetto,6,5.53,3.82,3.16
ghost,5,36.59,3.19,4.23
ghoul,5,1.02,2.7,2.84
giant,5,27.06,4.3,5.41
gibberish,9,1.86,2.33,4.3
giddy,5,1.78,2.17,6.17
gift,4,64.51,4.56,7.27
gifted,6,4.49,1.85,6.62
gig,3,11.20,2.89,6.48
gigantic,8,3.73,2.57,5.35
giggle,6,1.71,3.72,7.95
gigolo,6,1.63,3.07,4.4
gimmick,7,1.08,2.34,3.89
gin,3,11.27,4.46,5.82
ginger,6,6.41,4.92,5.79
giraffe,7,1.49,4.73,6.52
girdle,6,1.55,4.63,3.94
girl,4,557.12,4.85,7.15
girlfriend,10,76.10,4.25,7.56
gist,4,1.10,1.81,5.2
give,4,1167.82,2.83,7.73
giver,5,1.16,3.38,7.14
glad,4,171.37,2.36,7.55
glamorous,9,2.96,2.52,6.58
glance,6,3.43,3.48,5.71
gland,5,1.51,4.14,4.39
glare,5,1.61,3.83,3.7
glass,5,60.71,4.82,5.48
glee,4,1.14,2.27,6.95
glide,5,2.35,3.93,6.1
glimpse,7,3.35,3.08,5.67
glitter,7,2.04,4.43,6.15
gloat,5,1.57,2.3,3.68
global,6,6.29,2.93,5.57
globe,5,5.22,4.59,6.15
gloom,5,1.16,1.86,2.89
gloomy,6,2.41,2.52,3.15
glorified,9,1.22,1.76,5.9
glorious,8,9.29,1.85,6.9
glory,5,21.49,1.45,6.45
gloss,5,1.45,3.8,6
glove,5,10.10,4.97,6.11
glow,4,5.75,3.65,6.55
glucose,7,1.43,3.96,3.59
glue,4,5.88,4.65,4.85
glum,4,1.02,2.11,2.82
go,2,3793.04,3.15,6.32
goal,4,16.75,3.06,6.79
goalie,6,1.43,4.48,5.71
goat,4,10.53,5,5.3
goatee,6,1.06,4.89,5.48
gobble,6,2.35,3.37,5.5
god,3,903.16,2.07,5.9
goddess,7,8.76,2.63,6.63
godfather,9,5.45,4.14,6.24
godforsaken,11,1.47,1.61,3.62
godmother,9,1.61,3.72,6.52
goggles,7,2.10,4.93,6.21
gold,4,78.94,4.81,7.28
golden,6,23.27,3.12,7.79
goldfish,8,3.04,4.79,6.62
golf,4,25.53,4.52,5.67
golfer,6,1.10,4.71,5.46
golfing,7,1.55,4.3,5.55
goner,5,1.53,2.12,2.91
goo,3,2.14,3.54,4.68
good,4,2610.14,1.64,7.89
goodness,8,32.45,1.38,7.38
goodwill,8,3.27,2.54,6.47
goody,5,3.55,2.04,6.73
goof,4,2.22,2.54,5.35
goofy,5,5.22,2.62,6.71
goon,4,2.27,3.3,3.53
goose,5,13.04,4.81,5.68
gopher,6,1.41,4.67,5.37
gorge,5,1.31,4.15,4.5
gorgeous,8,24.06,2.25,7.57
gorilla,7,5.55,4.97,4.26
gospel,6,3.14,3.82,5.28
gossip,6,7.78,3,3.5
gourmet,7,2.18,3.07,7.25
gout,4,1.39,3.79,3.67
govern,6,1.22,2.21,4.52
governess,9,1.06,3.89,5.53
government,10,65.24,2.88,3.78
gown,4,6.55,4.61,6
grab,4,70.86,3.52,5.44
graceful,8,2.31,2.37,6.95
gracious,8,7.16,2.17,7.23
grad,4,2.90,3.96,6.81
grade,5,29.27,3,5.18
graduate,8,12.22,3.07,7.26
graduation,10,9.80,3.79,6.47
graffiti,8,2.02,4.73,4.24
graft,5,1.65,3.4,3.58
grail,5,2.69,4.23,5.05
grain,5,4.76,4.8,5.83
gram,4,2.59,4,5.15
grammar,7,2.39,3.19,6.25
grand,5,63.02,1.67,6.28
grandchild,10,1.53,4.26,7
granddaughter,13,6.47,4.37,6.86
grandfather,11,24.33,4.86,5.68
grandma,7,45.59,4.54,7.5
grandmother,11,27.78,4.65,7.62
grandpa,7,32.57,4.39,7.43
grandson,8,7.98,4.3,6.22
granite,7,1.59,5,5.05
granny,6,8.43,4.24,5.71
grape,5,4.00,5,6.7
grapefruit,10,2.47,4.96,5.77
graphic,7,2.33,3.2,5.1
grasp,5,4.57,3.63,5.45
grass,5,16.78,4.93,6.47
grate,5,1.02,4.82,4.68
grateful,8,26.57,1.78,7.5
gratifying,10,1.08,2.08,6.65
gratitude,9,7.75,2.56,6.67
grave,5,26.27,4.56,2.4
gravel,6,1.43,5,4.42
graveyard,9,5.33,4.83,3.25
gravitational,13,1.12,2.79,4.91
gravity,7,6.88,2.86,5.81
gravy,5,5.27,4.97,6.21
gray,4,21.12,3.46,3.68
grease,6,6.94,4.61,3.9
greased,7,1.33,3.93,5.23
greasy,6,3.90,3.82,2.94
great,5,820.86,1.81,7.5
greatness,9,4.18,1.69,7.76
greed,5,4.80,1.53,2.48
greedy,6,6.63,2.64,2.1
green,5,72.47,4.07,6.29
greenhouse,10,2.20,4.76,6.4
greet,5,5.25,2.96,6.25
greeting,8,3.22,3.62,5.89
grenade,7,4.61,4.9,3.51
grid,4,5.53,4.55,5.2
grief,5,10.82,2.7,2.33
grieve,6,2.20,2.41,2.8
grieving,8,2.73,2.28,2.9
grievous,8,1.04,1.88,3.14
grill,5,4.45,4.86,6.64
grilled,7,2.24,4.23,6.67
grim,4,4.78,1.82,2.41
grin,4,2.71,4.17,7.66
grind,5,3.73,3.97,5.2
grinder,7,1.27,4.12,4.77
grip,4,9.69,4.3,5.14
grits,5,1.59,4.74,4.9
grizzly,7,1.86,3.17,4.45
grocery,7,5.49,4.31,6.62
groin,5,1.80,4.58,5.1
groom,5,7.82,4.54,6.84
groove,6,4.16,3.79,6.32
